record_id,nrc_number,first_name,last_name,date_of_birth,gender,district_of_origin,registration_terminal,slot_id,face_embedding_seed,is_duplicate,duplicate_type,canonical_id
REC00929,228725/39/7,Chisomo,Libonda,1973-09-29,F,Kabwe,T003-Ndola,55D8DADFF8AB,929,False,,
REC00047,526117/89/3,Kabwe,Mbewe,1959-10-14,M,Kafue,T001-Lusaka,BD70CD558DDB,47,False,,
REC00079,219946/82/4,Kunda,Sitwala,1949-12-15,M,Kasama,T002-Kitwe,8ADC2966B035,79,False,,
REC00565,286638/42/9,Chimfwembe,Chilufya,2005-02-22,M,Mufulira,T001-Lusaka,F8C1DBA26F75,565,False,,
REC00049,213346/58/1,Siyanga,Ng'andu,1947-02-06,M,Livingstone,T002-Kitwe,DB65CE0E176B,49,False,,
REC00583,625465/75/2,Sikazwe,Mwamba,1968-04-28,M,Solwezi,T002-Kitwe,D3B6F7E04BB5,583,False,,
REC00303,910065/96/6,Mwanachitechi,Mulonga,1956-05-16,M,Chipata,T001-Lusaka,C502A61D1522,303,False,,
REC00438,127329/50/4,Choolwe,Tembo,1993-11-18,F,Choma,T001-Lusaka,3823CEC182DB,438,False,,
REC00536,212157/42/4,Elijah,Mwamba,1973-04-20,M,Kitwe,T001-Lusaka,3557A421F93D,536,False,,
REC00255,483713/15/7,Sitwala,Hichilema,1973-11-02,F,Mufulira,T001-Lusaka,BDA47A7C1C9C,255,False,,
REC00862,555342/84/4,Alinafe,Banda,1980-08-26,F,Ndola,T003-Ndola,9ABE6B7A8328,862,False,,
REC00908,821783/56/2,Kondwani,Sachitembe,1947-05-26,F,Mufulira,T003-Ndola,95A09CD3B041,908,False,,
REC00701,260639/16/7,Mary,Nkumbula,1990-03-16,F,Mansa,T002-Kitwe,B85FE2F7AE05,701,False,,
REC00131,532067/82/3,Kapulula,Banda,1962-05-12,F,Ndola,T001-Lusaka,17CBE6404A14,131,False,,
REC00153,937302/32/2,Kunda,Mutinta,1987-07-12,M,Kafue,T003-Ndola,07C96513267F,153,False,,
REC00308,507286/41/5,Naomi,Sialubalo,1997-12-26,F,Solwezi,T001-Lusaka,E0A3BB0984C1,308,False,,
REC00490,389913/91/6,David,Chilufya,1979-11-05,M,Chipata,T002-Kitwe,F49DDE1C689B,490,False,,
REC00967,630930/18/6,Samuel,Ng'andu,1984-08-08,M,Kabwe,T003-Ndola,F359698E3E45,898,True,Type2,REC00898
REC00082,991597/97/2,Kabwe,Nkumbula,1982-12-16,M,Mansa,T003-Ndola,A4652D50A1A6,82,False,,
REC00448,717558/32/7,Libonda,Kalunga,1950-04-22,M,Kasama,T002-Kitwe,2C36F48333B0,448,False,,
REC00480,977633/17/4,Kamanga,Kabwe,1992-01-03,M,Kabwe,T001-Lusaka,8914ED7131F9,480,False,,
REC00298,412856/69/9,Mulenga,Hichilema,2007-12-23,M,Chingola,T002-Kitwe,088EF69135A4,298,False,,
REC00086,381433/51/4,Faith,Simamba,1956-11-10,F,Chipata,T001-Lusaka,C11138F2ACAA,86,False,,
REC00538,717942/74/3,Isaac,Moono,1950-12-10,M,Lusaka,T002-Kitwe,7D5882BFBB6D,538,False,,
REC00974,794303/60/2,Mwenya,Nyirenda,1990-11-16,F,Chipata,T002-Kitwe,69BA66FE60C0,446,True,Type3,REC00446
REC00645,514664/44/8,Kondwani,Libonda,1952-03-07,F,Kasama,T002-Kitwe,D83C10DF6E7D,645,False,,
REC00540,729718/87/6,Kabwe,Mwale,1951-01-10,M,Choma,T003-Ndola,155B90ADD6D0,540,False,,
REC00508,862491/26/4,Chama,Kalunga,1989-11-21,F,Lusaka,T003-Ndola,2505A345470E,508,False,,
REC00159,763829/84/9,Kunda,Tembo,1954-01-02,M,Solwezi,T003-Ndola,73E98E3D09FD,159,False,,
REC00731,913920/15/7,Alinafe,Simamba,1973-09-10,F,Solwezi,T003-Ndola,E0EA65883F37,731,False,,
REC00703,674779/61/5,Samuel,Mulonga,2005-08-04,M,Mongu,T001-Lusaka,51D8DBB18EF9,703,False,,
REC00664,158760/44/7,Mulonga,Kasonde,1996-11-27,M,Chingola,T001-Lusaka,D95B22D49C7C,664,False,,
REC00230,488984/57/8,Phiri,Sachitembe,1969-08-25,M,Mufulira,T001-Lusaka,4716CC8BD12F,230,False,,
REC00693,414922/38/4,Chisomo,Kamanga,2009-06-04,M,Lusaka,T002-Kitwe,86EE7B6200D8,693,False,,
REC00475,381631/57/1,Alinafe,Mutale,1967-05-20,F,Kafue,T002-Kitwe,6CC234DE3E43,475,False,,
REC00350,570880/86/8,Emmanuel,Mwale,2003-05-19,M,Mongu,T003-Ndola,5A004992CC9A,350,False,,
REC00526,821673/99/2,Siluwe,Sialubalo,1963-01-31,M,Mazabuka,T002-Kitwe,A47A28DA20A1,526,False,,
REC00042,313487/97/5,Mercy,Mumba,1979-04-03,F,Kabwe,T003-Ndola,3AA8866F46DD,42,False,,
REC00096,680238/47/3,Mutinta,Chanda,2005-02-14,M,Kafue,T003-Ndola,83050F0FFAF7,96,False,,
REC00437,602985/79/8,Chanda,Mwale,1977-10-18,M,Choma,T002-Kitwe,965F82A1CB28,437,False,,
REC00646,995706/12/3,Mwinga,Ng'andu,1993-07-08,F,Livingstone,T003-Ndola,2D924992A38D,646,False,,
REC00445,254887/85/3,Mbanga,Mutale,2008-01-18,M,Kafue,T001-Lusaka,704D81EA0D44,445,False,,
REC00191,625721/29/1,Mbanga,Libonda,1967-05-06,M,Kitwe,T002-Kitwe,B72EBC6E4B61,191,False,,
REC00629,616256/83/5,Sitwala,Kalumba,1981-09-19,F,Ndola,T002-Kitwe,4DFD71F2FA26,629,False,,
REC00378,999695/75/2,Takondwa,Mulonga,1986-01-11,F,Mansa,T001-Lusaka,5139FCA5409A,378,False,,
REC00831,195071/56/9,Lubemba,Chinyama,1951-12-18,F,Kitwe,T002-Kitwe,5F25A6A989A6,831,False,,
REC00433,701761/65/7,Joseph,Mutale,1994-12-11,M,Lusaka,T002-Kitwe,5C1EFD094499,433,False,,
REC00775,808308/16/2,Kunda,Bwalya,1967-10-13,M,Lusaka,T002-Kitwe,2A7B755858A4,775,False,,
REC00093,341736/25/4,Kondwani,Kamanga,1987-06-18,F,Kitwe,T002-Kitwe,C2D19D9CB786,93,False,,
REC00434,325146/33/5,Simainga,Ng'ombe,1978-04-05,F,Kabwe,T002-Kitwe,4F6443A3037C,434,False,,
REC00615,635348/76/4,Chisomo,Chanda,1956-03-25,F,Ndola,T003-Ndola,AF1BB3699365,615,False,,
REC00577,276831/10/6,Wamunyima,Sakala,1971-08-04,M,Mansa,T001-Lusaka,6A192726A86B,577,False,,
REC00275,533377/52/8,Zulu,Mutale,2001-01-09,M,Mazabuka,T001-Lusaka,DCB1BFED30C8,275,False,,
REC00488,964352/89/7,Wamunyima,Sachitembe,1963-04-22,F,Kitwe,T003-Ndola,91189E0D5F8F,488,False,,
REC00978,857524/37/3,Gondwe,Simuunza,2004-06-18,F,Mufulira,T001-Lusaka,0A2015DD81BC,393,True,Type3,REC00393
REC00907,670123/51/6,Katongo,Libonda,1995-01-08,M,Mansa,T003-Ndola,BC721F9587B4,907,False,,
REC00457,273012/87/7,Chama,Simamba,1951-05-17,F,Lusaka,T001-Lusaka,8424316CE88B,457,False,,
REC00502,235691/88/7,Tembo,Namoonde,2002-02-12,M,Mongu,T003-Ndola,5ACCDAF371C9,502,False,,
REC00205,772324/71/6,Chisomo,Phiri,2005-05-02,M,Choma,T003-Ndola,962660389630,205,False,,
REC00525,374320/93/6,Grace,Chanda,2004-05-01,F,Kasama,T001-Lusaka,6EE6BC9D69A5,525,False,,
REC00377,658136/45/9,Kapembwa,Mulonga,1978-07-17,M,Solwezi,T001-Lusaka,3CEE9876FC87,377,False,,
REC00853,221703/19/4,Mutale,Namoonde,1963-10-27,M,Kabwe,T003-Ndola,671E91CC7E28,853,False,,
REC00099,418594/20/4,Phiri,Chisanga,1959-07-09,M,Chingola,T001-Lusaka,45977A1F7598,99,False,,
REC00682,976923/59/8,Chilufya,Mulonga,1952-06-10,M,Mufulira,T003-Ndola,76491951B0EB,682,False,,
REC00368,982885/67/1,Namukolo,Ng'ombe,1981-10-16,F,Lusaka,T002-Kitwe,A95095FA6544,368,False,,
REC00135,994787/71/2,Wamunyima,Kabwe,1975-07-03,F,Mongu,T001-Lusaka,23080190FFBF,135,False,,
REC00618,861411/81/6,Chimfwembe,Mbanga,1984-06-28,M,Kafue,T002-Kitwe,F79426236026,618,False,,
REC00702,924566/60/3,Mwale,Simamba,1984-01-07,M,Solwezi,T001-Lusaka,77530926BDDE,702,False,,
REC00926,981913/70/6,Simainga,Kabwe,2003-10-09,F,Lusaka,T001-Lusaka,2185F5E2473D,926,False,,
REC00318,277487/27/9,Faith,Ng'andu,1978-06-02,F,Ndola,T002-Kitwe,79B01AFD6414,318,False,,
REC00944,120669/78/6,Mwaka,Mvula,1994-10-13,F,Kabwe,T001-Lusaka,070AB94CA49C,944,False,,
REC00826,211410/66/5,Mphatso,Kalumba,1952-04-19,F,Lusaka,T001-Lusaka,F42865314F81,826,False,,
REC00754,621919/73/3,Martha,Wina,1953-04-30,F,Livingstone,T003-Ndola,124FB9F4EA8C,754,False,,
REC00443,614259/14/2,Ruth,Kamanga,1994-04-07,F,Livingstone,T001-Lusaka,01D64AD2832D,443,False,,
REC00821,900962/92/3,Kunda,Mwale,1951-02-16,M,Kasama,T001-Lusaka,D14EAC8B1E81,821,False,,
REC00503,104895/14/9,Simainga,Sitwala,1975-08-17,F,Kasama,T001-Lusaka,814C4C2B517A,503,False,,
REC00306,494747/33/9,Mwinga,Chisanga,1983-02-10,F,Livingstone,T002-Kitwe,840D3C0E8EC1,306,False,,
REC00124,259493/73/1,Choolwe,Mubita,1951-07-09,F,Chingola,T001-Lusaka,2CFD311088D5,124,False,,
REC00158,177060/20/6,Solomon,Kaunda,1970-03-22,M,Ndola,T003-Ndola,76D65A65B3CD,158,False,,
REC00670,927477/41/1,Deborah,Kapembwa,1974-07-04,F,Mufulira,T001-Lusaka,4D0B0BE6DB5D,670,False,,
REC00771,310297/34/5,Peace,Mumba,1981-03-24,F,Chingola,T002-Kitwe,0C462347235D,771,False,,
REC00663,923892/73/6,Siluwe,Lungu,1982-01-23,M,Kasama,T002-Kitwe,B501F738B6F7,663,False,,
REC00292,947975/17/8,Kabaso,Sikazwe,1970-01-18,F,Chingola,T001-Lusaka,FC3298967E32,292,False,,
REC00413,536476/50/5,Yemisi,Sakala,1987-09-28,F,Mufulira,T001-Lusaka,7E8CFE1065D2,413,False,,
REC00799,846722/74/5,Elijah,Wina,1988-10-10,M,Choma,T002-Kitwe,4613C4A51436,799,False,,
REC00398,174461/77/1,Elijah,Chinyama,1956-09-24,M,Choma,T002-Kitwe,DF344B5E3D2F,398,False,,
REC00167,485415/24/5,Kabwe,Mbewe,1960-02-10,M,Livingstone,T003-Ndola,8C826DA53090,167,False,,
REC00214,101640/88/6,Banda,Gondwe,1971-07-04,M,Mufulira,T001-Lusaka,2B640F6D7206,214,False,,
REC00873,390607/16/2,Mary,Sachitembe,1972-01-27,F,Solwezi,T002-Kitwe,83919FDBCA46,873,False,,
REC00022,653306/87/7,Naomi,Ng'andu,1986-03-27,F,Choma,T001-Lusaka,4C2CD946A73E,22,False,,
REC00092,409571/12/7,Hope,Mbanga,1962-05-20,F,Solwezi,T002-Kitwe,D0F7584B079F,92,True,Type4,REC00136
REC00990,352838/94/2,Libonda,Chilufya,1979-01-30,M,Kasama,T001-Lusaka,41BAD5F0A97A,217,True,Type5,REC00217
REC00887,632056/52/5,Kapulula,Mulenga,1961-01-06,F,Choma,T002-Kitwe,93826EE6CFF4,887,False,,
REC00790,305171/36/6,Joy,Mulonga,1969-11-24,F,Mufulira,T002-Kitwe,947DA00041B9,790,False,,
REC00246,525818/48/8,Hope,Banda,1948-07-24,F,Kasama,T001-Lusaka,13BB42CD9A7D,246,False,,
REC00183,332335/52/3,Wamunyima,Sata,1979-07-22,F,Chingola,T001-Lusaka,8AD96E926976,183,False,,
REC00262,447329/96/2,Hope,Bwalya,1976-12-19,F,Mufulira,T002-Kitwe,C1CF7BCA965B,262,False,,
REC00409,620248/68/9,Esther,Chinyama,2003-02-06,F,Lusaka,T002-Kitwe,5EB26B7A57D5,409,False,,
